,Parameter,Descriptions,서울특별시건축물대장공통새주소코드정보,서울특별시건축물대장공통코드정보,서울특별시건축물대장법정동코드정보,서울특별시건축물대장부속지번정보,서울특별시건축물대장오수정화시설정보,서울특별시건축물대장전유공유면적표정보,서울특별시건축물대장전유부정보,서울특별시건축물대장정보,서울특별시건축물대장지역지구구역정보,서울특별시건축물대장총괄표제부정보,서울특별시건축물대장층별개요정보,서울특별시건축물대장표제부정보,서울특별시건축인허가대장공작물종류정보,서울특별시건축인허가대장대수선정보,서울특별시건축인허가대장대지위치정보,서울특별시건축인허가대장도로정보,서울특별시건축인허가대장동별개요,서울특별시건축인허가대장부설주차장정보,서울특별시건축인허가대장오수정화시설정보,서울특별시건축인허가대장전유공유면적표정보,서울특별시건축인허가대장정보,서울특별시건축인허가대장주차장정보,서울특별시건축인허가대장지역지구구역,서울특별시건축인허가대장층별개요,서울특별시건축인허가대장호별전유공유면적표정보,서울특별시건축인허가대장호별명세정보,서울특별시건축허가대장건축물석면정보,서울특별시건축허가대장분양정보,서울특별시주택대장공급대상정보,서울특별시주택대장관계자정보,서울특별시주택대장분양정보,서울특별시주택대장접수대장정보,서울특별시주택대장조합대지위치정보,서울특별시주택인허가대장대수선정보,서울특별시주택인허가대장대지위치정보,서울특별시주택인허가대장동별개요정보,서울특별시주택인허가대장복리분양시설정보,서울특별시주택인허가대장부대시설정보,서울특별시주택인허가대장부설주차장정보,서울특별시주택인허가대장오수정화시설정보,서울특별시주택인허가대장전유공유면적표정보,서울특별시주택인허가대장주차장정보,서울특별시주택인허가대장지역지구구역정보,서울특별시주택인허가대장층별개요정보,서울특별시주택인허가대장형별개요정보,서울특별시주택인허가대장호별명세정보,서울특별시폐쇄말소대장부속지번정보,서울특별시폐쇄말소대장오수정화시설정보,서울특별시폐쇄말소대장전유공유면적표정보,서울특별시폐쇄말소대장전유부정보,서울특별시폐쇄말소대장정보,서울특별시폐쇄말소대장지역지구구역정보,서울특별시폐쇄말소대장총괄표제부정보,서울특별시폐쇄말소대장층별개요정보,서울특별시폐쇄말소대장표제부정보
130,RDASN_CHANG_DAY,도시지정_변경_일,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
131,ROAD_LEN_TOTAL,도로_길이_합계,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
132,ROAD_WIDTH_TOTAL,도로_너비_합계,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
133,ROAD_AREA_TOTAL,도로_면적_합계,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
134,MGM_DONG_OULN_PK,관리_동별_개요_PK,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
135,MGM_ATCH_PKLOT_PK,관리_부설_주차장_pk,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
136,JIMOK_CD,지목_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
137,REL_JIBUN_NM,관련_지번_명,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
138,WCLF_MODE_CD,오수정화시설_형식_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
139,MAIN_DONG_GB_CD,주_동_구분_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
140,PMSNO_YEAR,허가번호_년,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
141,PMSNO_KIK_CD,허가번호_기관_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
142,PMSNO_GB_CD,허가번호_구분_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
